,geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei
229,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0264722,Chronic congestive heart failure,C14,   Cardiovascular Diseases,disease,Disease or Syndrome,0.01,1.0
230,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0266449,Congenital anomaly of brain,C16;C13;C10,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Female Urogenital Diseases and Pregnancy Complications;    Nervous System Diseases",group,Congenital Abnormality,0.01,1.0
231,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0268079,Hyperphosphaturia,C18,   Nutritional and Metabolic Diseases,phenotype,Disease or Syndrome,0.01,1.0
232,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0277528,Traveler's diarrhea,C06;C01,   Digestive System Diseases;    Infections,disease,Disease or Syndrome,0.01,1.0
233,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0278488,Carcinoma breast stage IV,,,disease,Neoplastic Process,0.01,1.0
234,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0279000,Liver and Intrahepatic Biliary Tract Carcinoma,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
235,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0279626,Squamous cell carcinoma of esophagus,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
236,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,C04;C13;C12,   Neoplasms;    Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases,disease,Neoplastic Process,0.01,1.0
237,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0282201,Phosphate Diabetes,C16;C18;C13;C12,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Nutritional and Metabolic Diseases;    Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases",disease,Disease or Syndrome,0.01,1.0
238,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0333463,Senile Plaques,C23,"   Pathological Conditions, Signs and Symptoms",disease,Acquired Abnormality,0.01,1.0
239,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0338106,Adenocarcinoma of colon,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
240,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0338656,Impaired cognition,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0
241,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0339573,"Glaucoma, Primary Open Angle",C11,   Eye Diseases,disease,Disease or Syndrome,0.01,1.0
242,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0343641,Human papilloma virus infection,C01,   Infections,disease,Disease or Syndrome,0.01,1.0
243,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0344315,Depressed mood,F01,   Behavior and Behavior Mechanisms,phenotype,Mental or Behavioral Dysfunction,0.01,1.0
244,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0345904,Malignant neoplasm of liver,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
245,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0346402,Malignant neoplasm of adrenal cortex,C04;C19,   Neoplasms;    Endocrine System Diseases,disease,Neoplastic Process,0.01,1.0
246,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0375381,Urethral intrinsic sphincter deficiency,,,disease,Disease or Syndrome,0.01,1.0
247,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0395971,Dominant sensorineural hearing loss,C23;C10;C09,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases;    Otorhinolaryngologic Diseases",disease,Disease or Syndrome,0.01,1.0
248,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0432215,Progressive pseudorheumatoid dysplasia,C05,   Musculoskeletal Diseases,disease,Congenital Abnormality,0.01,1.0
249,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0494463,"Alzheimer Disease, Late Onset",C10;F03,   Nervous System Diseases;    Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0
250,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0497327,Dementia,C10;F03,   Nervous System Diseases;    Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0
251,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0578870,Chronic idiopathic urticaria,C17;C20,   Skin and Connective Tissue Diseases;    Immune System Diseases,disease,Disease or Syndrome,0.01,1.0
252,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0600260,"Lung Diseases, Obstructive",C08,   Respiratory Tract Diseases,group,Disease or Syndrome,0.01,1.0
253,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0677949,Stage III Colorectal Cancer,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
254,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0699790,Colon Carcinoma,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
255,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0700095,Central neuroblastoma,C04;C10,   Neoplasms;    Nervous System Diseases,disease,Neoplastic Process,0.01,1.0
256,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0729353,Subfertility,C13;C12,   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases,disease,Disease or Syndrome,0.01,1.0
257,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0751713,"Inclusion Body Myopathy, Sporadic",C05;C10,   Musculoskeletal Diseases;    Nervous System Diseases,disease,Disease or Syndrome,0.01,1.0
258,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0852036,Pregnancy associated hypertension,C13;C14,   Female Urogenital Diseases and Pregnancy Complications;    Cardiovascular Diseases,phenotype,Disease or Syndrome,0.01,1.0
259,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0877015,Pelvic Organ Prolapse,C23,"   Pathological Conditions, Signs and Symptoms",disease,Disease or Syndrome,0.01,1.0
260,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0877635,Cytomegalovirus viremia,C23;C01,"   Pathological Conditions, Signs and Symptoms;    Infections",disease,Disease or Syndrome,0.01,1.0
261,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0919267,ovarian neoplasm,C04;C13;C19,   Neoplasms;    Female Urogenital Diseases and Pregnancy Complications;    Endocrine System Diseases,disease,Neoplastic Process,0.01,1.0
262,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C0948008,Ischemic stroke,C10;C14,   Nervous System Diseases;    Cardiovascular Diseases,disease,Disease or Syndrome,0.01,1.0
263,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1135868,Gestational Trophoblastic Neoplasms,C04;C13,   Neoplasms;    Female Urogenital Diseases and Pregnancy Complications,group,Neoplastic Process,0.01,1.0
264,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1141957,HIV disease progression,,,disease,Disease or Syndrome,0.01,1.0
265,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1168401,Squamous cell carcinoma of the head and neck,C04,   Neoplasms,disease,Neoplastic Process,0.01,1.0
266,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1332977,Childhood Leukemia,C04,   Neoplasms,disease,Neoplastic Process,0.01,1.0
267,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1561826,Overweight and obesity,,,disease,Disease or Syndrome,0.01,1.0
268,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1611743,Familial (FPAH),,,disease,Disease or Syndrome,0.01,1.0
269,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1619738,Immune Reconstitution Inflammatory Syndrome,C20,   Immune System Diseases,disease,Disease or Syndrome,0.01,1.0
270,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1840264,IMMUNE SUPPRESSION,,,phenotype,Disease or Syndrome,0.01,1.0
271,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1868684,"EAR, PATELLA, SHORT STATURE SYNDROME",C23;C16;C05;C07;C09,"   Pathological Conditions, Signs and Symptoms;    Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Stomatognathic Diseases;    Otorhinolaryngologic Diseases",disease,Disease or Syndrome,0.01,1.0
272,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1956147,Microlissencephaly,C16;C05;C10,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Nervous System Diseases",disease,Disease or Syndrome,0.01,1.0
273,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,C04;C20;C15,   Neoplasms;    Immune System Diseases;    Hemic and Lymphatic Diseases,disease,Neoplastic Process,0.01,1.0
274,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C2217035,Stage IIA Colon Cancer AJCC v7,,,disease,Neoplastic Process,0.01,0.0
275,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C2363741,HIV-1 infection,,,disease,Disease or Syndrome,0.01,1.0
276,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C2931618,Gestational trophoblastic disease,C04;C13,   Neoplasms;    Female Urogenital Diseases and Pregnancy Complications,disease,Disease or Syndrome,0.01,1.0
277,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C2945695,Limb ischemia,,,disease,Disease or Syndrome,0.01,1.0
278,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C2973725,Pulmonary arterial hypertension,C08;C14,   Respiratory Tract Diseases;    Cardiovascular Diseases,disease,Disease or Syndrome,0.01,1.0
279,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C3146250,Stage III Colorectal Cancer AJCC v7,,,disease,Neoplastic Process,0.01,1.0
280,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C3203102,Idiopathic pulmonary arterial hypertension,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
281,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C3266262,Multiple Chronic Conditions,C23,"   Pathological Conditions, Signs and Symptoms",disease,Disease or Syndrome,0.01,1.0
282,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C3539168,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A",,,disease,Disease or Syndrome,0.01,1.0
283,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C3665464,Dementia due to Alzheimer's disease (disorder),C10;F03,   Nervous System Diseases;    Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0
284,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4025285,Microspherocytosis,,,disease,Disease or Syndrome,0.01,1.0
285,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4086165,Childhood Neuroblastoma,C04,   Neoplasms,disease,Neoplastic Process,0.01,1.0
286,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4505456,HIV Coinfection,C01;C20,   Infections;    Immune System Diseases,disease,Disease or Syndrome,0.01,1.0
287,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4525122,Stage IIA Colon Cancer AJCC v8,,,disease,Neoplastic Process,0.01,0.0
288,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4551689,Sleep-Disordered Breathing,C08;C10,   Respiratory Tract Diseases;    Nervous System Diseases,disease,Disease or Syndrome,0.01,1.0
289,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4721610,"Carcinoma, Ovarian Epithelial",C04;C13;C19,   Neoplasms;    Female Urogenital Diseases and Pregnancy Complications;    Endocrine System Diseases,disease,Neoplastic Process,0.01,1.0
290,71,ACTG1,P63261,0.477,0.846,0.0047837,DTO_05007530,Cellular structure,C4721919,malignant neoplasm of large intestine stage IIa,,,disease,Neoplastic Process,0.01,0.0
0,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0042781,Visceral Myopathy,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.75,0.917
1,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1608393,Megacystis microcolon intestinal hypoperistalsis syndrome,C16;C06,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Digestive System Diseases",disease,Disease or Syndrome,0.66,1.0
2,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0266833,"Visceral Myopathy, Familial",C06,   Digestive System Diseases,disease,Disease or Syndrome,0.52,1.0
3,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0007102,Malignant tumor of colon,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.3,1.0
4,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0009375,Colonic Neoplasms,C06;C04,   Digestive System Diseases;    Neoplasms,group,Neoplastic Process,0.3,1.0
5,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1835084,Megaduodenum and-or Megacystis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.3,1.0
6,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0238062,Chronic intestinal pseudo-obstruction,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.13,1.0
7,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0021847,Intestinal Pseudo-Obstruction,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.11,1.0
8,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0162429,Malnutrition,C18,   Nutritional and Metabolic Diseases,disease,Disease or Syndrome,0.11,1.0
9,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0000731,Abdomen distended,C06,   Digestive System Diseases,phenotype,Finding,0.1,
10,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0000737,Abdominal Pain,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Sign or Symptom,0.1,
11,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0000772,Multiple congenital anomalies,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities",group,Congenital Abnormality,0.1,1.0
12,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0002395,Alzheimer's Disease,C10;F03,   Nervous System Diseases;    Mental Disorders,disease,Disease or Syndrome,0.1,1.0
13,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0003706,Arachnodactyly,C16;C05,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases",disease,Congenital Abnormality,0.1,
14,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0004096,Asthma,C08;C20,   Respiratory Tract Diseases;    Immune System Diseases,disease,Disease or Syndrome,0.1,1.0
15,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0008925,Cleft Palate,C16;C05;C07,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Stomatognathic Diseases",disease,Congenital Abnormality,0.1,
16,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0009806,Constipation,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Sign or Symptom,0.1,
17,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0010417,Cryptorchidism,C16;C12;C19,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Male Urogenital Diseases;    Endocrine System Diseases",disease,Congenital Abnormality,0.1,
18,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0011168,Deglutition Disorders,C06;C09,   Digestive System Diseases;    Otorhinolaryngologic Diseases,group,Disease or Syndrome,0.1,
19,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0011991,Diarrhea,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Sign or Symptom,0.1,
20,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0018809,Heart Neoplasm,C04;C14,   Neoplasms;    Cardiovascular Diseases,disease,Neoplastic Process,0.1,
21,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0019569,Hirschsprung Disease,C16;C06,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Digestive System Diseases",disease,Disease or Syndrome,0.1,
22,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0020224,Polyhydramnios,C13,   Female Urogenital Diseases and Pregnancy Complications,phenotype,Pathologic Function,0.1,
23,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0020295,Hydronephrosis,C13;C12,   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases,disease,Disease or Syndrome,0.1,
24,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0020502,Hyperparathyroidism,C19,   Endocrine System Diseases,disease,Disease or Syndrome,0.1,
25,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0025958,Microcephaly,C16;C05;C10,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Nervous System Diseases",disease,Congenital Abnormality,0.1,
26,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0025990,Micrognathism,C16;C05;C07,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Stomatognathic Diseases",disease,Congenital Abnormality,0.1,
27,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0027498,Nausea and vomiting,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Sign or Symptom,0.1,
28,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0037221,Situs Inversus,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities",disease,Congenital Abnormality,0.1,
29,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0042580,Vesico-Ureteral Reflux,C13;C12,   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases,disease,Disease or Syndrome,0.1,
30,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0042963,Vomiting,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Sign or Symptom,0.1,
31,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0080274,Urinary Retention,C13;C12,   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases,phenotype,Finding,0.1,
32,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0162298,Joint stiffness,C05,   Musculoskeletal Diseases,phenotype,Sign or Symptom,0.1,
33,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0221210,Congenital malrotation of intestine,C23;C16;C06,"   Pathological Conditions, Signs and Symptoms;    Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Digestive System Diseases",disease,Congenital Abnormality,0.1,
34,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0232475,Decreased peristalsis,,,phenotype,Finding,0.1,1.0
35,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0239479,Round face,,,phenotype,Finding,0.1,
36,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0243026,Sepsis,C23;C01,"   Pathological Conditions, Signs and Symptoms;    Infections",disease,Disease or Syndrome,0.1,
37,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0265998,ANONYCHIA,C23,"   Pathological Conditions, Signs and Symptoms",disease,Congenital Abnormality,0.1,
38,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0266200,Microcolon,C06,   Digestive System Diseases,disease,Congenital Abnormality,0.1,
39,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0409348,Flexion contracture of proximal interphalangeal joint,,,phenotype,Finding,0.1,
40,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0426790,Narrow thorax,,,phenotype,Finding,0.1,
41,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0521620,Dilatation of ureter,C13;C12,   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases,disease,Anatomical Abnormality,0.1,
42,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0549253,Dilatation of the bladder,C13;C12;C10,   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases;    Nervous System Diseases,phenotype,Finding,0.1,1.0
43,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0795690,Congenital omphalocele,C23;C16,"   Pathological Conditions, Signs and Symptoms;    Congenital, Hereditary, and Neonatal Diseases and Abnormalities",disease,Congenital Abnormality,0.1,
44,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1306503,Congenital exomphalos,C23;C16,"   Pathological Conditions, Signs and Symptoms;    Congenital, Hereditary, and Neonatal Diseases and Abnormalities",disease,Congenital Abnormality,0.1,
45,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1840077,Anteverted nostril,,,phenotype,Finding,0.1,
46,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1849089,Broad forehead,,,phenotype,Finding,0.1,
47,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1854113,Prominent nasal bridge,,,phenotype,Finding,0.1,
48,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1855311,Megacystis,C16;C13,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Female Urogenital Diseases and Pregnancy Complications",phenotype,Finding,0.1,1.0
49,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1857486,"Low-set, posteriorly rotated ears",,,phenotype,Finding,0.1,
50,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1858430,Death in infancy,,,phenotype,Finding,0.1,
51,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C1864996,"Visceral Neuropathy, Familial, Autosomal Dominant",C06,   Digestive System Diseases,disease,Disease or Syndrome,0.1,
52,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C3714581,Multicystic Dysplastic Kidney,C16;C13;C12,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases",disease,Disease or Syndrome,0.1,
53,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C4023909,Aplasia/Hypoplasia of the abdominal wall musculature,,,phenotype,Finding,0.1,
54,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C4049796,Abnormality of cardiovascular system morphology,C16;C14,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Cardiovascular Diseases",disease,Congenital Abnormality,0.1,
55,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0024530,Malaria,C01,   Infections,disease,Disease or Syndrome,0.06,1.0
56,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0030567,Parkinson Disease,C10,   Nervous System Diseases,disease,Disease or Syndrome,0.05,1.0
57,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0006826,Malignant Neoplasms,C04,   Neoplasms,group,Neoplastic Process,0.04,1.0
58,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0027651,Neoplasms,C04,   Neoplasms,group,Neoplastic Process,0.04,1.0
59,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0030193,Pain,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Sign or Symptom,0.04,0.75
60,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0003873,Rheumatoid Arthritis,C17;C05;C20,   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases,disease,Disease or Syndrome,0.03,1.0
61,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0006142,Malignant neoplasm of breast,C04;C17,   Neoplasms;    Skin and Connective Tissue Diseases,disease,Neoplastic Process,0.03,1.0
62,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0027627,Neoplasm Metastasis,C23;C04,"   Pathological Conditions, Signs and Symptoms;    Neoplasms",phenotype,Neoplastic Process,0.03,1.0
63,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0033975,Psychotic Disorders,F03,   Mental Disorders,group,Mental or Behavioral Dysfunction,0.03,1.0
64,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0036341,Schizophrenia,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.03,1.0
65,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0043167,Pertussis,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.03,1.0
66,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0043168,Whooping cough due to unspecified organism,C23;C01;C08,"   Pathological Conditions, Signs and Symptoms;    Infections;    Respiratory Tract Diseases",disease,Disease or Syndrome,0.03,1.0
67,72,ACTG2,P63267,0.505,0.808,0.071036,DTO_05007530,Cellular structure,C0349204,Nonorganic psychosis,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.03,1.0
